# Xcode 27.0 Info.plist structure definitions: D class kind array-element; K parent key label class
D	_root_	Dictionary	
D	APInstallActionStrings	String	
D	AVInitialRouteSharingPolicyString	String	
D	DocumentTypeArray	Array	DocumentTypeDict
D	DocumentTypeDict	Dictionary	
K	DocumentTypeDict	CFBundleTypeName	Document Type Name	String
K	DocumentTypeDict	LSHandlerRank	Handler rank	HandlerRank
K	DocumentTypeDict	CFBundleTypeExtensions	Document Extensions	StringArray
K	DocumentTypeDict	CFBundleTypeMIMETypes	Document MIME Types	StringArray
K	DocumentTypeDict	CFBundleTypeOSTypes	Document OS Types	StringArray
K	DocumentTypeDict	LSItemContentTypes	Document Content Type Identifiers	StringArray
K	DocumentTypeDict	CFBundleTypeIconFile	Icon File Name	String
K	DocumentTypeDict	CFBundleTypeIconSystemGenerated	Use system generated icons	Boolean
K	DocumentTypeDict	CFBundleTypeRole	Role	CFBundleTypeRoles
K	DocumentTypeDict	LSTypeIsPackage	Document is a package or bundle	Boolean
K	DocumentTypeDict	NSDocumentClass	Cocoa NSDocument Class	String
K	DocumentTypeDict	NSExportableAs	Exportable As Document Type Names (Deprecated)	StringArray
K	DocumentTypeDict	NSExportableTypes	Exportable Type Identifiers	StringArray
D	SupportedMediaCategoriesArray	Array	SupportedMediaCategory
D	SupportedMediaCategory	String	
D	HandlerRank	String	
D	CFBundleTypeRoles	String	
D	InfoDictVersion	String	
D	BackgroundModeArray	Array	BackgroundMode
D	BackgroundMode	String	
D	GCSupportedGameControllersArray	Array	GCSupportedGameController
D	GCSupportedGameController	Dictionary	
K	GCSupportedGameController	ProfileName	Profile Name	GCSupportedGameControllerProfileName
D	GCSupportedGameControllerProfileName	String	
D	UIApplicationShortcutItemsArray	Array	UIApplicationShortcutItemsDict
D	UIApplicationShortcutItemsDict	Dictionary	
K	UIApplicationShortcutItemsDict	UIApplicationShortcutItemType	Shortcut Item Type	String
K	UIApplicationShortcutItemsDict	UIApplicationShortcutItemTitle	Title	String
K	UIApplicationShortcutItemsDict	UIApplicationShortcutItemSubtitle	Subtitle	String
K	UIApplicationShortcutItemsDict	UIApplicationShortcutItemIconType	Icon Type	String
K	UIApplicationShortcutItemsDict	UIApplicationShortcutItemIconFile	Icon File	String
K	UIApplicationShortcutItemsDict	UIApplicationShortcutItemUserInfo	User Info Dictionary	Dictionary
D	WKBackgroundModeArray	Array	WKBackgroundMode
D	WKBackgroundMode	String	
D	URLTypeArray	Array	URLType
D	URLType	Dictionary	
K	URLType	CFBundleTypeRole	Document Role	CFBundleTypeRoles
K	URLType	CFBundleURLIconFile	Document Icon File Name	String
K	URLType	CFBundleURLName	URL identifier	String
K	URLType	CFBundleURLSchemes	URL Schemes	StringArray
D	MinSystemVersDict	Dictionary	
K	MinSystemVersDict	i386	Intel (32-bit)	VersionString
K	MinSystemVersDict	x86_64	Intel (64-bit)	VersionString
K	MinSystemVersDict	ppc	PowerPC (32-bit)	VersionString
K	MinSystemVersDict	ppc64	PowerPC (64-bit)	VersionString
D	PresentationMode	Number	
D	PersistentStoreCoordinatorTypes	String	
D	ServicesArray	Array	ServiceDict
D	ServiceDict	Dictionary	
K	ServiceDict	NSPortName	Incoming service port name	String
K	ServiceDict	NSMessage	Instance method name	String
K	ServiceDict	NSSendTypes	Send Types	StringArray
K	ServiceDict	NSSendFileTypes	Send File Types	StringArray
K	ServiceDict	NSReturnTypes	Return Types	StringArray
K	ServiceDict	NSMenuItem	Menu	ServicesMenuItem
K	ServiceDict	NSKeyEquivalent	Menu key equivalent	ServicesKeyEquivalent
K	ServiceDict	NSUserData	User Data	*
K	ServiceDict	NSTimeout	Timeout value (in milliseconds)	String
D	ServicesMenuItem	Dictionary	
K	ServicesMenuItem	default	Menu item title	String
D	ServicesKeyEquivalent	Dictionary	
K	ServicesKeyEquivalent	default	Key equivalent (with command and shift)	String
D	UILaunchScreenDictionary	Dictionary	
K	UILaunchScreenDictionary	UIImageName	Image Name	String
K	UILaunchScreenDictionary	UIImageRespectsSafeAreaInsets	Image respects safe area insets	Boolean
K	UILaunchScreenDictionary	UIColorName	Background color	String
K	UILaunchScreenDictionary	UINavigationBar	Show Navigation bar	UIBarDictionary
K	UILaunchScreenDictionary	UIToolbar	Show Toolbar	UIBarDictionary
K	UILaunchScreenDictionary	UITabBar	Show Tab bar	UIBarDictionary
D	UIBarDictionary	Dictionary	
K	UIBarDictionary	UIImageName	Image Name	String
D	UILaunchScreensDictionary	Dictionary	
K	UILaunchScreensDictionary	UILaunchScreenDefinitions	Launch Screen Definitions	UILaunchScreenDefinitionsArray
K	UILaunchScreensDictionary	UIURLToLaunchScreenAssociations	URL to Launch Screen Associations	Dictionary
K	UILaunchScreensDictionary	UIDefaultLaunchScreen	Default Screen Identifier	String
D	UILaunchScreenDefinitionsArray	Array	UILaunchScreenDefinitionsElement
D	UILaunchScreenDefinitionsElement	Dictionary	
K	UILaunchScreenDefinitionsElement	UILaunchScreenIdentifier	Identifier	String
K	UILaunchScreenDefinitionsElement	UIImageName	Image Name	String
K	UILaunchScreenDefinitionsElement	UIImageRespectsSafeAreaInsets	Image respects safe area insets	Boolean
K	UILaunchScreenDefinitionsElement	UIColorName	Background color	String
K	UILaunchScreenDefinitionsElement	UINavigationBar	Show Navigation bar	UIBarDictionary
K	UILaunchScreenDefinitionsElement	UIToolbar	Show Toolbar	UIBarDictionary
K	UILaunchScreenDefinitionsElement	UITabBar	Show Tab bar	UIBarDictionary
D	UTITypes	Array	UTIType
D	UTIType	Dictionary	
K	UTIType	UTTypeConformsTo	Conforms to Type Identifiers	StringArray
K	UTIType	UTTypeDescription	Description	String
K	UTIType	UTTypeIconFile	Icon file name (legacy)	String
K	UTIType	UTTypeIconName	Icon name (legacy)	String
K	UTIType	UTTypeIconFiles	Icon file names	StringArray
K	UTIType	UTTypeIcons	Icons	UTTypeIcons
K	UTIType	UTTypeIdentifier	Identifier	String
K	UTIType	UTTypeReferenceURL	Reference URL	String
K	UTIType	UTTypeTagSpecification	Equivalent Types	UTTypeTagSpecification
D	UTTypeTagSpecification	Dictionary	
K	UTTypeTagSpecification	com.apple.ostype	OS Types (legacy)	StringArray
K	UTTypeTagSpecification	com.apple.nspboard-type	Pboard Types (legacy)	StringArray
K	UTTypeTagSpecification	public.filename-extension	Extensions	StringArray
K	UTTypeTagSpecification	public.mime-type	MIME Types	StringArray
D	UTTypeIcons	Dictionary	
K	UTTypeIcons	UTTypeIconBadgeName	Badge	String
K	UTTypeIcons	UTTypeIconBackgroundName	Background	String
K	UTTypeIcons	UTTypeIconText	Text	String
K	UTTypeIcons	UTTypeSymbolName	Symbol Name	String
K	UTTypeIcons	UTTypeIconFile	Icon file name	String
K	UTTypeIcons	UTTypeIconName	Icon name	String
D	LanguageCodesArray	Array	LanguageCodes
D	LanguageCodes	String	
D	NSStickerSharingLevelTypes	String	
D	AccessorySetupKitSupportsArray	Array	AccessorySetupKitSupports
D	AccessorySetupKitSupports	String	
D	ComplicationSupportedFamiliesArray	Array	ComplicationSupportedFamily
D	ComplicationSupportedFamily	String	
D	StringArray	Array	String
D	DeviceCapabilities	Array	DeviceCapability
D	DeviceCapability	String	
D	Architectures	Array	Architecture
D	Architecture	String	
D	StatusBarStyles	String	
D	InterfaceOrientationArray	Array	InterfaceOrientations
D	InterfaceOrientations	String	
D	VersionString	String	
D	QLThumbnailMinimumSizeDef	Number	
D	QLPreviewHeightDef	Number	
D	QLPreviewWidthDef	Number	
D	QLSupportsConcurrentRequestsDef	Boolean	
D	QLNeedsToBeRunInMainThreadDef	Boolean	
D	NSApplicationServicesDictionary	Dictionary	
K	NSApplicationServicesDictionary	Browses	Browses	NSApplicationServicesArray
K	NSApplicationServicesDictionary	Advertises	Advertises	NSApplicationServicesArray
D	NSApplicationServicesArray	Array	NSApplicationServicesElementDictionary
D	NSApplicationServicesElementDictionary	Dictionary	
K	NSApplicationServicesElementDictionary	NSApplicationServiceIdentifier	Service Identifier	String
K	NSApplicationServicesElementDictionary	NSApplicationServiceUsageDescription	Usage Description	String
K	NSApplicationServicesElementDictionary	NSApplicationServicePlatformSupport	Supported Platforms	NSApplicationServicePlatformSupportArray
D	NSApplicationServicePlatformSupportArray	Array	NSApplicationServicePlatforms
D	NSApplicationServicePlatforms	String	
D	ApplicationCategory	String	
D	CFBundleIcons	Dictionary	
K	CFBundleIcons	CFBundlePrimaryIcon	Primary Icon	CFBundlePrimaryIcon
K	CFBundleIcons	UINewsstandIcon	Newsstand Icon	UINewsstandIcon
D	CFBundlePrimaryIcon	Dictionary	
K	CFBundlePrimaryIcon	CFBundleIconName	Icon name (iOS 11 and Later)	String
K	CFBundlePrimaryIcon	CFBundleIconFiles	Icon files	StringArray
K	CFBundlePrimaryIcon	UIPrerenderedIcon	Icon already includes gloss effects	Boolean
K	CFBundlePrimaryIcon	CFBundleSymbolName	SF Symbol name	String
D	UINewsstandIcon	Dictionary	
K	UINewsstandIcon	CFBundleIconFiles	Icon files	StringArray
K	UINewsstandIcon	UINewsstandBindingType	Binding type	UINewsstandBindingType
K	UINewsstandIcon	UINewsstandBindingEdge	Binding edge	UINewsstandBindingEdge
D	UINewsstandBindingType	String	
D	UINewsstandBindingEdge	String	
D	MKDirectionsApplicationSupportedModesList	Array	MKDirectionsApplicationSupportedMode
D	MKDirectionsApplicationSupportedMode	String	
D	UIStatusBarTintingDictionary	Dictionary	
K	UIStatusBarTintingDictionary	UINavigationBar	Navigation bar	UINavigationBarDictionary
D	UIWhitePointAdaptivityStyleType	String	
D	UINavigationBarDictionary	Dictionary	
K	UINavigationBarDictionary	BackgroundImage	Background image	String
K	UINavigationBarDictionary	Style	Style	UIBarStyle
K	UINavigationBarDictionary	Translucent	Translucent	Boolean
K	UINavigationBarDictionary	TintColor	TintColor	TintColorDictionary
D	UIBarStyle	String	
D	TintColorDictionary	Dictionary	
K	TintColorDictionary	Red	Red	Number
K	TintColorDictionary	Green	Green	Number
K	TintColorDictionary	Blue	Blue	Number
D	ASWebAuthenticationSessionWebBrowserSupportCapabilitiesDictionary	Dictionary	
K	ASWebAuthenticationSessionWebBrowserSupportCapabilitiesDictionary	IsSupported	IsSupported	Boolean
K	ASWebAuthenticationSessionWebBrowserSupportCapabilitiesDictionary	EphemeralBrowserSessionIsSupported	Ephemeral Browser Session Is Supported	Boolean
D	NSAppClipDictionary	Dictionary	
K	NSAppClipDictionary	NSAppClipRequestEphemeralUserNotification	Requests ephemeral user notifications	Boolean
K	NSAppClipDictionary	NSAppClipRequestLocationConfirmation	Requests location confirmation	Boolean
D	CoreSpotlightActionsArray	Array	CoreSpotlightActionsDictionary
D	CoreSpotlightActionsDictionary	Dictionary	
K	CoreSpotlightActionsDictionary	CoreSpotlightActionTitle	User-visible name of the custom action	String
K	CoreSpotlightActionsDictionary	CoreSpotlightActionSymbolImage	SF Symbols image that represents the custom action	String
K	CoreSpotlightActionsDictionary	CoreSpotlightActionIdentifier	App-defined identifier for the custom action	String
D	WiFiAwareServicesDictionary	Dictionary	
K	WiFiAwareServicesDictionary	service name		WiFiAwareDictionary
D	WiFiAwareDictionary	Dictionary	
K	WiFiAwareDictionary	Publishable		Dictionary
K	WiFiAwareDictionary	Subscribable		Dictionary
D	AdAttributionKitConfigurationsDictionary	Dictionary	
K	AdAttributionKitConfigurationsDictionary	AttributionWindows	Attribution Windows	AttributionWindowsDictionary
K	AdAttributionKitConfigurationsDictionary	AttributionCooldown	Attribution Cooldown	AttributionCooldownDictionary
D	AttributionWindowsDictionary	Dictionary	
K	AttributionWindowsDictionary	global		AttributionWindowsGlobalInstallDictionary
D	AttributionWindowsGlobalInstallDictionary	Dictionary	
K	AttributionWindowsGlobalInstallDictionary	install	Install Conversions	AttributionWindowsGlobalInstallInstallDictionary
D	AttributionWindowsGlobalInstallInstallDictionary	Dictionary	
K	AttributionWindowsGlobalInstallInstallDictionary	view	Days a view ad is valid	Number
K	AttributionWindowsGlobalInstallInstallDictionary	click	Days a click ad is valid	Number
D	AttributionWindowsInstallDictionary	Dictionary	
K	AttributionWindowsInstallDictionary	install	Install Conversions	AttributionWindowsInstallInstallDictionary
D	AttributionWindowsInstallInstallDictionary	Dictionary	
K	AttributionWindowsInstallInstallDictionary	view	Days a view ad is valid	Number
K	AttributionWindowsInstallInstallDictionary	click	Days a click ad is valid	Number
K	AttributionWindowsInstallInstallDictionary	ignoreInteractionType	Ignore interactions type	AttributionWindowsIgnoreInteractionType
D	AttributionWindowsIgnoreInteractionType	String	
D	AttributionCooldownDictionary	Dictionary	
K	AttributionCooldownDictionary	install-cooldown-hours	Cooldown hours after install conversion	Number
K	AttributionCooldownDictionary	re-engagement-cooldown-hours	Cooldown hours after reengagement conversion	Number
